Surge,Sway,Heave,Roll,Pitch,Yaw
-0.000609476,-0.000793969,0.000258059,-0.000989933,0.000825095,0.002425585
-0.002030195,0.000433962,0.001115384,-0.001598663,0.001641579,-0.000437762
0.002277302,0.003938499,0.000183944,-0.001476488,-0.000644915,-0.001985864
0.00193764,-0.004202925,-0.001855899,0.001236603,-0.000418873,-0.000450056
0.002081976,-0.000975965,0.002533291,-0.000619163,-0.000241819,0.001571367
0.002367835,0.001863143,-0.000553476,-0.000113627,-0.001274935,0.004352335
-0.001398152,0.001614722,-0.000763684,0.001494135,0.001044274,0.002019879
-0.001204202,0.002045529,-0.003234203,0.002343659,-0.000843449,-0.003923477
0.000254675,-0.00375239,0.001612245,-0.001691378,0.000239827,-0.004923377
-0.001645867,-0.001536018,0.002917361,-0.001154817,4.40101E-06,-0.000218142
0.001292844,-0.003851465,0.002243489,0.000223777,4.68505E-05,0.001008865
0.000762165,-0.000786121,0.00034138,-0.003368232,-0.002148683,-0.004145672
-0.000227046,0.003083406,0.000262141,0.004596362,0.001302608,-0.001665071
0.00080941,-0.000375452,-0.001155377,0.004474233,0.002501313,-0.000572687
-0.000820647,-0.001947711,-0.003762341,-0.003723084,0.001334213,-0.001484371
0.002691311,0.002279682,0.002615762,0.003457098,5.57603E-05,0.000442322
0.000829531,-0.003667954,-5.70729E-05,-0.001983055,-0.000807997,-0.001865297
0.001608691,0.003547098,-0.005904917,-0.00088952,-0.003866284,-0.000616046
-0.003405662,-0.002273035,-0.001967572,-0.001393989,0.004422426,0.002535513
0.000397304,-0.001188663,-0.000984164,0.005961034,0.007776346,-0.003089348
0.003217786,-0.001987599,5.04669E-05,0.006375155,-0.002136229,0.002472124
-0.002513537,-0.004256317,-0.000301463,0.003423055,-0.004347296,0.002654073
0.001968411,-0.003426181,-0.000165638,-0.003544259,-0.007544353,0.000970356
-0.002224789,0.003387097,-0.005316599,-0.004313262,0.003636845,-0.00031119
-0.00198112,0.000325594,0.001262121,0.002000491,0.004269322,0.000540989
-0.0007358,-0.003077806,-0.001126533,0.000837753,-0.001148995,0.001005325
-0.001099425,-0.004100552,0.002310833,2.53082E-05,0.000834359,0.001695378
0.000843867,-0.003905282,-0.004598684,-0.000634966,-0.002773744,-0.000444845
0.001162677,0.003621837,-0.001112181,0.000163394,-0.000256306,0.000451669
-0.00041908,-0.001707523,0.000696244,0.000164792,0.001871394,-0.000419099
-0.000377713,0.002920927,-0.001204913,0.000884866,-0.000963218,0.000158656
-0.000974735,-0.004543199,0.000129702,0.004235273,0.004358755,-2.66651E-05
-0.001308523,-0.003681904,3.0786E-05,0.004192734,-0.004152399,-0.000352983
-0.001530085,0.003216719,9.55292E-05,0.009330744,0.003770344,-0.000439101
0.001084395,0.001041066,-0.000865633,-0.007828506,0.003886432,0.000100074
0.002190738,0.000638823,0.000413891,0.007739666,-0.000776851,-0.000612352
0.000350394,-0.003807718,-0.000594594,0.007933283,-0.005623468,-7.8214E-05
-0.000953368,-0.000897038,-0.001476139,-0.00121813,-0.004604994,-5.22319E-05
-0.000554175,0.001037716,-0.000664102,0.003408325,0.00108288,-0.001607462
0.000269463,-0.002079033,-0.002418771,0.000771042,0.000639631,0.000152748
-0.000519763,0.000491002,0.005110902,0.001424487,0.000760331,-0.000220338
0.000584689,-0.003135864,0.001009918,-0.003079221,-0.000898896,-0.000632086
-6.25717E-05,0.000217057,0.002419018,0.001851959,0.001147569,-6.20277E-05
2.89691E-05,-0.001275616,0.000486895,-0.002057629,0.004763316,1.24392E-05
-2.22008E-05,0.003029714,0.001266747,0.006567009,0.002556826,0.000267314
-0.000103662,0.003761095,-0.002069032,-0.008225385,0.000578521,-0.000206805
-0.000203386,0.001670573,-0.002944972,0.005870068,0.000535282,-2.44776E-05
-0.000393445,-0.003919301,-0.005863713,0.002088885,-0.002770004,-1.91121E-05
0.000440678,0.000764659,0.00559272,0.000307934,-0.000155428,-8.99222E-06
-0.000192242,0.002224808,0.006539173,0.001369507,0.001183408,0.000103775
0.001053429,0.000574441,0.002270119,-6.55748E-05,-0.000438964,0.000269807
0.000479074,-0.000419657,-0.003550267,1.08926E-05,-5.81134E-05,-0.000274382
0.001141544,0.002497941,0.000168855,-0.000472969,-0.000901928,-0.000116034
-0.000968396,-0.001237612,0.003599628,-0.000919383,-0.000699211,0.000301236
0.000433795,0.001629126,-0.000747531,-0.001187266,8.50846E-05,4.49533E-05
0.000405698,-0.002438163,-0.006315279,-0.002139636,-0.000395324,0.001095048
3.92448E-05,0.001409891,-0.00475721,-0.005252926,0.002150583,-0.000194784
-0.000413886,0.00119986,-0.010151426,0.003943784,-8.10038E-05,0.00119674
0.000722269,0.002412395,-0.002791241,0.003214814,-0.002639485,-0.000585445
-0.000112641,0.004102306,-0.006346006,-0.009732221,0.005372451,8.04971E-05
0.00118569,0.004128452,0.00259362,0.007221661,0.005788873,0.000253089
0.000287624,-0.000133188,0.000274553,-0.007173206,0.001470385,0.000339872
0.000176286,-0.004329375,-0.000810479,0.004646906,-0.000515365,4.46882E-05
-6.20658E-05,-0.003391259,-0.004392218,9.05545E-05,0.002149801,-2.93571E-05
-4.04823E-05,0.002343085,0.002832807,0.000838579,0.002328904,0.000154453
-0.00026863,-0.003833466,-0.005073255,0.000868326,-0.001514832,0.000546697
-0.000361482,-0.00416832,0.000670635,0.002020705,0.008281017,-0.000336213
-0.000120546,0.003054528,-0.002250281,0.001058277,0.000843311,-0.000357857
0.001189713,0.001108786,0.000832222,-0.007966805,-0.007730921,0.000113918
0.000891144,0.000431576,0.003800235,0.014220331,-0.007976526,0.000516842
0.00053661,0.003140866,-0.000148602,-0.008568242,0.00110105,0.000249367
9.09629E-05,-0.001103309,0.007552053,-0.003472995,-0.007920569,0.000676133
8.44294E-05,0.00368533,-0.015682899,-0.002204238,0.00426711,0.000934379
-0.000838484,-0.000540968,-0.013126847,-0.001303688,0.004170298,-0.00245569
-0.000989106,-0.002113519,-0.010420713,-0.003235787,0.000974459,-0.001779234
0.001683981,-0.000925982,-0.01047919,0.000912706,-0.000430324,-0.001989382
-0.001429754,0.000449004,0.001786432,1.16586E-05,0.001389248,-0.000945605
3.13894E-06,-0.003756894,0.000428884,0.000106289,0.001989507,0.000625094
0.000326136,-0.003228662,-0.003125085,7.45704E-05,5.34108E-06,9.34218E-06
0.000751656,0.002098332,-0.002556353,-0.001163224,0.000299547,-0.00013549
-0.000324477,0.000673121,-0.003525381,0.002025841,-0.001434984,-0.000806259
3.19601E-06,0.001572473,0.011144612,-0.003941254,0.002578097,-0.000924195
-5.83506E-05,0.001558704,-0.008232703,0.000173682,-0.00227521,0.000508487
1.72317E-06,0.003588551,-0.005087625,0.00732363,0.003708005,-0.002006382
-8.51252E-05,-0.001680566,0.001671565,-0.005251147,-0.000509313,0.000146881
-5.19239E-05,0.002650157,0.003678619,0.007938126,-0.003116258,0.000978945
1.55111E-05,-9.2118E-05,0.000553272,-0.001424015,0.002717016,-0.001583518
-9.98174E-05,-0.00314922,0.000305312,0.002701671,0.000499901,-0.000260312
0.000292074,0.000268743,0.000648173,-0.000406332,-0.000401951,-0.001049578
0.000575036,0.001319838,0.001354128,0.000400198,-9.08696E-05,-0.001162042
0.000125496,0.001209699,-0.002361201,-0.00113234,0.000445035,0.001379236
-0.000957263,0.002361877,0.004008486,0.000426528,0.000436238,-0.001413948
-0.000342596,0.001297901,0.008357498,-0.004709621,-0.001680036,-0.001845515
-0.000761739,0.002847952,0.000199665,-0.001155721,0.003196954,-0.000591019
0.001146369,-0.002034506,0.001410368,0.004576319,-3.50652E-05,0.001744868
-0.001832764,-0.001180849,0.002269,0.003510866,0.004662202,-0.000240806
0.000113031,0.003328362,0.003493331,0.000256038,-0.003452262,-0.001556718
0.001460933,0.002564253,0.000115572,0.001112415,0.000535517,0.000709558
-0.001093805,-0.0027673,-0.000123539,-0.005617974,-0.000887817,-0.000523282
-0.000119808,0.001581454,0.000118742,-0.001903414,-0.004839169,-0.000275799
0.001529896,0.000390939,-0.000344954,0.001576758,0.003846369,0.000109783
0.001047797,0.003096152,-2.3096E-05,0.006003823,-0.002351904,-0.000159341
-0.000981346,-0.001074885,-0.002147656,0.007797821,0.000502058,0.001749954
0.0005935,0.001676477,-0.000532992,0.004091835,-0.002334643,-0.001584267
-7.42945E-05,-0.003239695,-0.003288162,-0.005830669,-0.005810543,0.001007703
-0.000688641,0.003082384,-0.000142444,-0.004456076,-0.000505567,-0.000170216
0.000163038,-0.001133934,0.00062703,0.002281168,-0.001255627,-0.000308577
0.000507593,-0.00161775,-0.002269747,-0.001032641,-0.002085326,0.000634757
0.000492123,0.002332377,6.15814E-05,-0.00018173,-0.005269789,0.00122942
-0.0002936,-0.00055526,0.000186863,0.001694177,-0.005944706,0.000458259
-0.000794634,-0.000374082,-0.000130698,-0.001689164,0.004595819,-2.4449E-07
-0.001538702,0.002058535,-0.000281342,-0.003615458,0.000898895,0.001970246
7.41985E-05,-0.002639195,-7.06912E-05,0.001862344,0.001392094,-0.001930094
-0.000820485,-0.000447735,-6.90759E-05,0.004332657,-0.009407234,0.001073971
0.000645539,0.001717051,-0.000587676,0.002717233,-0.009529344,-0.000658823
